#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-03
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      3     5.817269e-01     1.101239e+00     5.377524e-01     3.963869e-01     -4.337184e-01     1.831438e+01     1.202264e+00
      4     4.100693e-01     7.648803e-01     3.803737e-01     3.738338e-01     -2.880815e-01     1.996206e+01     1.202264e+00
      5     3.919863e-01     7.557492e-01     3.607572e-01     3.247622e-01     -5.006564e-01     2.027849e+01     1.202264e+00
      6     3.523115e-01     7.497829e-01     3.153712e-01     3.651419e-01     -4.599505e-01     2.155885e+01     1.202264e+00
      7     3.493220e-01     7.479629e-01     3.120846e-01     3.789125e-01     -5.225363e-01     2.168166e+01     1.202264e+00
      8     3.376667e-01     7.420533e-01     2.990564e-01     3.894171e-01     -4.961662e-01     2.223680e+01     1.202264e+00
      9     3.222311e-01     7.288502e-01     2.824335e-01     4.022323e-01     -8.566974e-01     2.229543e+01     1.202264e+00
     10     3.188537e-01     7.276792e-01     2.785276e-01     4.149972e-01     -7.556542e-01     2.260135e+01     1.202264e+00
     11     3.070857e-01     7.055600e-01     2.675478e-01     4.170347e-01     -1.089739e+00     2.260876e+01     1.202264e+00
     12     3.059338e-01     7.028767e-01     2.665497e-01     4.175178e-01     -1.071694e+00     2.268249e+01     1.202264e+00
     13     2.961263e-01     6.901627e-01     2.565322e-01     4.201983e-01     -1.341944e+00     2.268574e+01     1.202264e+00
     14     2.957167e-01     6.889562e-01     2.562156e-01     4.161324e-01     -1.264052e+00     2.333455e+01     1.202264e+00
     15     2.826435e-01     6.914333e-01     2.397230e-01     4.102179e-01     -1.587928e+00     2.336444e+01     1.202264e+00
     16     2.811704e-01     6.888855e-01     2.383019e-01     3.934620e-01     -1.571782e+00     2.361578e+01     1.202264e+00
     17     2.725780e-01     6.744804e-01     2.299298e-01     3.820217e-01     -1.775001e+00     2.368904e+01     1.202264e+00
     18     2.675438e-01     6.704077e-01     2.242854e-01     3.864079e-01     -1.567194e+00     2.423876e+01     1.202264e+00
     19     2.530656e-01     6.847526e-01     2.030948e-01     3.862539e-01     -1.803579e+00     2.423880e+01     1.202264e+00
     20     2.526275e-01     6.842728e-01     2.026092e-01     3.835413e-01     -1.789718e+00     2.431017e+01     1.202264e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 2.526275e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 2.026092e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 1.489650e-04
# initial residual norm     = 4.502143e+00
# initial gradient norm     = 2.000359e+00
# initial constraint norm   = 4.033343e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.230269e+00
      1     9.064331e-01     7.715121e-01     9.366464e-01     9.203365e-01     2.720921e-01     2.011697e+00     1.230269e+00
      2     8.402260e-01     6.906698e-01     8.730958e-01     8.769438e-01     5.402739e-03     2.435245e+00     1.230269e+00
      3     8.394412e-01     6.880824e-01     8.726576e-01     8.844021e-01     4.515087e-02     2.623769e+00     1.230269e+00
      4     8.070587e-01     6.529414e-01     8.406486e-01     8.480090e-01     -5.215248e-02     2.974993e+00     1.230269e+00
      5     7.857717e-01     6.250084e-01     8.205023e-01     7.393672e-01     1.478371e-01     5.736936e+00     1.230269e+00
      6     7.383165e-01     6.535584e-01     7.577132e-01     7.428205e-01     -2.989784e-02     5.763189e+00     1.230269e+00
      7     6.569392e-01     5.599834e-01     6.786684e-01     6.497808e-01     2.232956e-01     8.152727e+00     1.230269e+00
      8     5.952558e-01     4.817610e-01     6.199968e-01     5.951218e-01     2.389697e-01     8.927979e+00     1.230269e+00
      9     5.715189e-01     4.528635e-01     5.971025e-01     5.386100e-01     3.727631e-01     1.030468e+01     1.230269e+00
     10     5.650242e-01     4.617493e-01     5.876522e-01     5.434731e-01     3.720518e-01     1.077369e+01     1.230269e+00
     11     5.295276e-01     4.391796e-01     5.494789e-01     5.105345e-01     5.517788e-01     1.121060e+01     1.230269e+00
     12     5.270082e-01     4.359808e-01     5.470824e-01     5.112150e-01     5.482493e-01     1.125354e+01     1.230269e+00
     13     4.976768e-01     4.039532e-01     5.181389e-01     4.895624e-01     7.798335e-01     1.147459e+01     1.230269e+00
     14     4.938949e-01     4.105364e-01     5.123245e-01     4.688986e-01     8.025758e-01     1.233838e+01     1.230269e+00
     15     4.648278e-01     4.010399e-01     4.792185e-01     4.697947e-01     1.058231e+00     1.233941e+01     1.230269e+00
     16     4.631569e-01     3.967857e-01     4.780724e-01     4.624205e-01     1.082627e+00     1.256423e+01     1.230269e+00
     17     4.121391e-01     3.692175e-01     4.220282e-01     4.685211e-01     1.551276e+00     1.257999e+01     1.230269e+00
     18     4.107812e-01     3.731514e-01     4.195202e-01     4.577091e-01     1.561836e+00     1.293210e+01     1.230269e+00
     19     3.908688e-01     3.751235e-01     3.946454e-01     4.680592e-01     1.733079e+00     1.322022e+01     1.230269e+00
     20     3.842334e-01     3.685458e-01     3.879950e-01     4.607231e-01     1.798468e+00     1.329608e+01     1.230269e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 3.842334e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 3.879950e-01
#-------------------------------------------------
# FLECS resolving at new radius
     20     6.239216e-01     3.685458e-01     3.879950e-01     4.607231e-01     1.798468e+00     1.329608e+01     1.230269e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS resolving at new radius
     20     6.239216e-01     3.685458e-01     3.879950e-01     4.607231e-01     1.798468e+00     1.329608e+01     1.230269e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS resolving at new radius
     20     6.239216e-01     3.685458e-01     3.879950e-01     4.607231e-01     1.798468e+00     1.329608e+01     1.230269e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS resolving at new radius
     20     6.239216e-01     3.685458e-01     3.879950e-01     3.819933e-01     1.798468e+00     1.175960e+01     1.230269e+00
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 1.601856e-04
# initial residual norm     = 3.903690e+00
# initial gradient norm     = 1.081736e+00
# initial constraint norm   = 3.750819e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.258925e+00
      1     9.486200e-01     9.151084e-01     9.513541e-01     7.876352e-01     5.741663e-02     3.678514e+00     1.258925e+00
      2     4.901566e-01     5.622703e-01     4.836745e-01     4.843158e-01     2.040990e-01     6.992845e+00     1.258925e+00
      3     4.874729e-01     5.514657e-01     4.817676e-01     4.830261e-01     2.122938e-01     7.041646e+00     1.258925e+00
      4     4.604862e-01     4.625497e-01     4.603141e-01     4.617924e-01     2.089118e-01     7.192179e+00     1.258925e+00
      5     4.603977e-01     4.614487e-01     4.603102e-01     4.672614e-01     2.143715e-01     7.305374e+00     1.258925e+00
      6     4.440705e-01     4.397887e-01     4.444247e-01     4.545931e-01     1.873380e-01     7.360594e+00     1.258925e+00
      7     4.431908e-01     4.351072e-01     4.438566e-01     4.597392e-01     2.015617e-01     7.450402e+00     1.258925e+00
      8     4.385286e-01     4.358409e-01     4.387514e-01     4.550713e-01     1.778475e-01     7.465748e+00     1.258925e+00
      9     4.380082e-01     4.352103e-01     4.382401e-01     4.746770e-01     1.849900e-01     7.806179e+00     1.258925e+00
     10     4.324842e-01     4.240345e-01     4.331796e-01     4.732439e-01     1.572591e-01     7.807802e+00     1.258925e+00
     11     4.318650e-01     4.221550e-01     4.326628e-01     4.792605e-01     1.755572e-01     7.912643e+00     1.258925e+00
     12     4.271958e-01     4.262666e-01     4.272730e-01     4.870230e-01     1.419147e-01     7.934061e+00     1.258925e+00
