#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.342510e+01
# initial gradient norm     = 4.776911e+00
# initial constraint norm   = 6.324495e+01
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
     16     2.508019e-01     4.739565e-01     1.438012e-01     4.462294e-01     -2.101263e+00     1.806149e+01     1.174898e+00
     17     2.494993e-01     4.756645e-01     1.394042e-01     4.434418e-01     -2.322047e+00     1.814710e+01     1.174898e+00
     18     2.493894e-01     4.742988e-01     1.403676e-01     4.317927e-01     -2.245298e+00     1.830821e+01     1.174898e+00
     19     2.461238e-01     4.761405e-01     1.311698e-01     4.206393e-01     -2.594010e+00     1.851736e+01     1.174898e+00
     20     2.353999e-01     4.682196e-01     1.124563e-01     4.209896e-01     -3.017899e+00     1.852778e+01     1.174898e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 2.353999e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 1.124563e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 2.678180e-04
# initial residual norm     = 2.368381e+00
# initial gradient norm     = 7.591564e-01
# initial constraint norm   = 2.243415e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.202264e+00
      1     9.999925e-01     1.000042e+00     9.999869e-01     1.007231e+00     -1.425816e-03     3.890308e-02     1.202264e+00
      2     9.798390e-01     9.729435e-01     9.806255e-01     9.878346e-01     -1.527397e-02     1.284292e-01     1.202264e+00
      3     9.794421e-01     9.735578e-01     9.801137e-01     1.037290e+00     -2.971158e-02     3.213209e-01     1.202264e+00
      4     9.113279e-01     9.160723e-01     9.107830e-01     9.818621e-01     -3.118475e-02     1.143752e+00     1.202264e+00
      5     9.104752e-01     9.129723e-01     9.101888e-01     9.879442e-01     -5.549658e-03     1.207568e+00     1.202264e+00
      6     9.038123e-01     9.037584e-01     9.038185e-01     9.815122e-01     -4.291464e-03     1.262677e+00     1.202264e+00
      7     9.029859e-01     9.026349e-01     9.030261e-01     1.066266e+00     2.355692e-02     2.551118e+00     1.202264e+00
      8     7.978712e-01     9.708317e-01     7.756082e-01     9.722221e-01     2.865450e-02     3.073949e+00     1.202264e+00
      9     7.976718e-01     9.705641e-01     7.754179e-01     9.756010e-01     3.323981e-02     3.232436e+00     1.202264e+00
     10     7.811720e-01     9.716948e-01     7.562988e-01     9.627784e-01     3.187802e-02     3.297770e+00     1.202264e+00
     11     7.797352e-01     9.702583e-01     7.548561e-01     9.139417e-01     6.190132e-02     4.695111e+00     1.202264e+00
     12     6.908584e-01     9.869390e-01     6.483834e-01     8.961956e-01     3.703326e-02     4.739978e+00     1.202264e+00
     13     6.892594e-01     9.854348e-01     6.467466e-01     8.839393e-01     4.587829e-02     4.889552e+00     1.202264e+00
     14     6.544201e-01     9.571982e-01     6.102369e-01     8.782800e-01     2.693082e-02     4.904566e+00     1.202264e+00
     15     6.441680e-01     9.440923e-01     6.003371e-01     8.005439e-01     1.152907e-01     5.512685e+00     1.202264e+00
     16     6.005412e-01     9.365010e-01     5.491071e-01     8.013068e-01     3.128960e-02     5.523689e+00     1.202264e+00
     17     5.987299e-01     9.351526e-01     5.471624e-01     7.918374e-01     4.009215e-02     5.584616e+00     1.202264e+00
     18     5.574554e-01     9.115130e-01     5.011985e-01     7.918067e-01     -4.609618e-02     5.597263e+00     1.202264e+00
     19     5.533184e-01     9.038452e-01     4.976670e-01     7.303564e-01     5.886990e-02     5.934700e+00     1.202264e+00
     20     5.464339e-01     9.034911e-01     4.891907e-01     7.303234e-01     2.850749e-02     5.934752e+00     1.202264e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 5.464339e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 4.891907e-01
#-------------------------------------------------
# FLECS resolving at new radius
     20     8.532467e-01     9.034911e-01     4.891907e-01     7.303234e-01     2.850749e-02     5.934752e+00     1.202264e+00
# negative curvature suspected
#-------------------------------------------------
# FLECS resolving at new radius
     20     8.532467e-01     9.034911e-01     4.891907e-01     7.313367e-01     2.850749e-02     5.050540e+00     1.202264e+00
# negative curvature suspected
# trust-radius constraint active
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 2.003990e-04
# initial residual norm     = 3.050014e+00
# initial gradient norm     = 5.600574e-01
# initial constraint norm   = 2.998153e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.230269e+00
      1     9.786238e-01     9.688298e-01     9.789638e-01     7.608644e-01     1.182677e-02     2.496198e+00     1.230269e+00
      2     5.896390e-01     7.113008e-01     5.849370e-01     5.855043e-01     4.656584e-02     3.694429e+00     1.230269e+00
      3     5.836847e-01     6.965918e-01     5.793477e-01     5.651830e-01     5.243433e-02     3.890862e+00     1.230269e+00
      4     5.600938e-01     6.370488e-01     5.572166e-01     5.560286e-01     4.440327e-02     3.925091e+00     1.230269e+00
      5     5.590687e-01     6.312785e-01     5.563798e-01     5.576677e-01     5.372212e-02     3.968234e+00     1.230269e+00
      6     5.497904e-01     6.044655e-01     5.477841e-01     5.565399e-01     4.411622e-02     3.968692e+00     1.230269e+00
      7     5.497302e-01     6.040603e-01     5.477371e-01     5.665815e-01     4.746254e-02     4.073403e+00     1.230269e+00
      8     5.481853e-01     6.036757e-01     5.461472e-01     5.690049e-01     4.113763e-02     4.077389e+00     1.230269e+00
      9     5.481585e-01     6.034283e-01     5.461289e-01     5.943507e-01     4.389774e-02     4.390721e+00     1.230269e+00
     10     5.466525e-01     6.023354e-01     5.446066e-01     5.919053e-01     4.066790e-02     4.417438e+00     1.230269e+00
     11     5.464282e-01     6.013256e-01     5.444126e-01     6.009064e-01     4.998474e-02     4.604121e+00     1.230269e+00
     12     5.433445e-01     6.027856e-01     5.411524e-01     6.052981e-01     3.539320e-02     4.626415e+00     1.230269e+00
     13     5.432347e-01     6.024167e-01     5.410527e-01     6.080087e-01     3.979995e-02     4.813217e+00     1.230269e+00
     14     5.421264e-01     6.027280e-01     5.398889e-01     6.081766e-01     3.493091e-02     4.813336e+00     1.230269e+00
     15     5.419182e-01     6.016071e-01     5.397162e-01     6.087280e-01     4.299787e-02     4.965474e+00     1.230269e+00
     16     5.379150e-01     6.092966e-01     5.352523e-01     6.165352e-01     2.272892e-02     5.045870e+00     1.230269e+00
     17     5.377320e-01     6.086613e-01     5.350872e-01     6.127571e-01     2.842733e-02     5.077892e+00     1.230269e+00
     18     5.360441e-01     6.056393e-01     5.334517e-01     6.142041e-01     2.000003e-02     5.091603e+00     1.230269e+00
     19     5.358402e-01     6.043717e-01     5.332898e-01     6.126398e-01     2.418065e-02     5.101918e+00     1.230269e+00
     20     5.285708e-01     6.169186e-01     5.252197e-01     6.166911e-01     -1.348383e-03     5.145512e+00     1.230269e+00
# negative curvature suspected
# FLECS final (true) rel. res.  :   |res|/|res0| = 5.285708e-01
# FLECS final (true) rel. feas. : |feas|/|feas0| = 5.252197e-01
#-------------------------------------------------
# FLECS convergence history
# residual tolerance target = 3.192432e-04
# initial residual norm     = 1.904279e+00
# initial gradient norm     = 2.902082e-01
# initial constraint norm   = 1.882035e+00
# iters     rel. res.        rel. grad.       rel. feas.       aug. feas.       pred             pred. aug.       mu          
      0     1.000000e+00     1.000000e+00     1.000000e+00     1.000000e+00     0.000000e+00     0.000000e+00     1.258925e+00
      1     9.937372e-01     9.324671e-01     9.951482e-01     9.901390e-01     6.681071e-03     6.954373e-02     1.258925e+00
      2     9.774402e-01     7.697118e-01     9.818447e-01     9.795789e-01     8.864862e-03     1.129478e-01     1.258925e+00
      3     9.768812e-01     7.618548e-01     9.814208e-01     9.795879e-01     1.042107e-02     1.195148e-01     1.258925e+00
      4     9.626392e-01     7.071001e-01     9.678944e-01     9.686941e-01     9.857713e-03     1.561977e-01     1.258925e+00
